"RecordIDS","AverageConsistency","Latitude-Consistency","Latitude-Values","Country-Consistency","Country-Values","Magnitude-Consistency","Magnitude-Values","Depth-Consistency","Depth-Values","Time-Consistency","Time-Values","Date-Consistency","Date-Values","TotalDamages-Consistency","TotalDamages-Values","Longitude-Consistency","Longitude-Values","Deaths-Consistency","Deaths-Values"
"File1_5239+File2_17201","1.0","1.0","{141.491|141.491}","1.0","{JAPAN|JAPAN}","1.0","{6.6|6.6}","1.0","{28.0|27.8}","1.0","{06:11:36|06:11:36}","1.0","{2005-01-19|2005-01-19}",,,"1.0","{34.064|34.064}",,
"File1_4032+File2_1490","0.625","0.0","{122.1|121.952}","1.0","{PHILIPPINES|PHILIPPINES}","1.0","{7.1|6.7}","0.0","{11.0|15.0}","1.0","{22:05:58|22:06:01}","1.0","{1970-02-05|1970-02-05}",,,"0.0","{12.6|12.584}","1.0","{3.0}"
"File1_3904+File2_0384","0.42857142857142855","0.0","{41.6|166.555}","0.0","{TURKEY|VANUATU}","1.0","{6.0|6.2}","1.0","{38.0|35.0}","1.0","{01:16|01:13:43}","0.0","{1966-03-07|1966-03-08}",,,"0.0","{39.1|-13.696}",,
"File1_4879+File2_13497+File3_0721","0.9523809523809523","1.0","{166.676|166.676|166.676}","0.6666666666666666","{SOLOMON ISLANDS|VANUATU|VANUATU}","1.0","{7.7|7.7|8.0}","1.0","{33.0|33.0}","1.0","{12:02:26|12:02:26}","1.0","{1997-04-21|1997-04-21|1997-04-21}",,,"1.0","{-12.584|-12.584|-12.584}",,
"File1_4109+File2_2378","0.5714285714285714","0.0","{-135.68|-135.853}","0.0","{USA|UNITED STATES}","1.0","{7.6|7.6}","1.0","{25.0|25.0}","1.0","{21:45:14|21:45:17}","1.0","{1972-07-30|1972-07-30}",,,"0.0","{56.82|56.724}",,
"File1_4580+File2_8948+File3_0453","0.9523809523809523","1.0","{50.194|50.194|50.194}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{5.7|5.9|6.0}","1.0","{33.0|32.9}","1.0","{02:12:42|02:12:43|02:12}","1.0","{1988-03-30|1988-03-30|1988-03-30}",,,"1.0","{30.89|30.89|30.89}",,
"File1_5737+File2_21590+File3_1163","1.0","1.0","{165.114|165.114|165.114}","1.0","{SOLOMON ISLANDS|SOLOMON ISLANDS|SOLOMON ISLANDS}","1.0","{7.9|8.0|8.0}","1.0","{24.0|24.0}","1.0","{01:12:25|01:12:26}","1.0","{2013-02-06|2013-02-06|2013-02-06}","1.0","{2.0|2.0}","1.0","{-10.799|-10.799|-10.799}","1.0","{10.0|10.0}"
"File1_5285+File2_17586+File3_0959+File3_0962+File3_0986","0.7777777777777778","1.0","{73.588|73.588|73.588|73.588|73.588}","1.0","{PAKISTAN|PAKISTAN|PAKISTAN|PAKISTAN|PAKISTAN}","1.0","{7.6|7.6|8.0|8.0|8.0}","1.0","{26.0|26.0}","1.0","{03:50:40|03:50:41|03:50}","1.0","{2005-10-08|2005-10-08|2005-10-08|2005-10-08|2005-10-08}","0.0","{6680.0|0.0|1000.0|5200.0}","1.0","{34.539|34.539|34.539|34.539|34.539}","0.0","{76213.0|1.0|1309.0|73338.0}"
"File1_4349+File2_5660+File3_0321","0.8518518518518519","1.0","{1.354|1.354|1.354}","1.0","{ALGERIA|ALGERIA|ALGERIA}","0.6666666666666666","{7.7|7.3|7.0}","1.0","{10.0|10.0}","1.0","{12:25:23|12:25:24|12:25}","1.0","{1980-10-10|1980-10-10|1980-10-10}","1.0","{5200.0|5200.0}","1.0","{36.195|36.195|36.195}","0.0","{5000.0|2633.0}"
"File1_5895+File2_23006","1.0","1.0","{94.33|94.3299}","1.0","{INDONESIA|INDONESIA}","1.0","{7.8|7.8}","1.0","{24.0|24.0}","1.0","{12:49:11|12:49:48}","1.0","{2016-03-02|2016-03-02}",,,"1.0","{-4.952|-4.9521}",,
"File1_4786+File2_11756+File2_11757","0.8888888888888888","1.0","{-118.537|-118.537|-118.493}","0.6666666666666666","{USA|UNITED STATES|UNITED STATES}","0.6666666666666666","{6.7|6.7|5.89}","0.6666666666666666","{18.0|18.202|5.317}","1.0","{12:30:55|12:30:55|12:31:58}","1.0","{1994-01-17|1994-01-17|1994-01-17}","1.0","{40000.0}","1.0","{34.213|34.213|34.275}","1.0","{60.0}"
"File1_5453+File2_18991+File3_1013","0.8888888888888888","1.0","{103.322|103.322|103.322}","1.0","{CHINA|CHINA|CHINA}","1.0","{7.9|7.9|8.0}","1.0","{19.0|19.0}","1.0","{06:28:01|06:28:02|06:28}","1.0","{2008-05-12|2008-05-12|2008-05-12}","1.0","{86000.0|85000.0}","1.0","{31.002|31.002|31.002}","0.0","{87652.0|87476.0}"
"File1_4551+File2_8481+File3_0446","0.9629629629629631","1.0","{98.866|98.866|98.866}","1.0","{INDONESIA|INDONESIA|INDONESIA}","0.6666666666666666","{6.6|6.4|6.0}","1.0","{11.0|11.1}","1.0","{19:22:07|19:22:07|19:22}","1.0","{1987-04-25|1987-04-25|1987-04-25}","1.0","{1.0}","1.0","{2.244|2.244|2.244}","1.0","{2.0|2.0}"
"File1_4776+File2_11590","0.875","1.0","{-92.645|-92.645}","0.0","{GUATEMALA|MEXICO}","1.0","{7.2|7.2}","1.0","{34.0|34.1}","1.0","{19:12:54|19:12:55}","1.0","{1993-09-10|1993-09-10}",,,"1.0","{14.717|14.717}","1.0","{1.0}"
"File1_4135+File2_2788","0.8571428571428571","1.0","{86.48|86.481}","1.0","{CHINA|CHINA}","0.0","{7.5|6.9}","1.0","{33.0|33.0}","1.0","{04:51:21|04:51:21}","1.0","{1973-07-14|1973-07-14}",,,"1.0","{35.18|35.178}",,
"File1_4490+File2_7629+File3_0433","0.9629629629629631","1.0","{70.896|70.896|70.896}","1.0","{AFGHANISTAN|AFGHANISTAN|AFGHANISTAN}","1.0","{6.6|7.4|7.0}","1.0","{99.0|98.7}","0.6666666666666666","{07:54:44|07:54:44|08:24}","1.0","{1985-07-29|1985-07-29|1985-07-29}","1.0","{2.0|2.0}","1.0","{36.19|36.19|36.19}","1.0","{5.0|5.0}"
"File1_5804+File2_22142+File2_22143+File2_22144","0.6944444444444444","0.5","{-86.378|-114.2804|-173.371|-86.3783}","0.5","{NICARAGUA|CHILE|TONGA|NICARAGUA}","1.0","{6.1|5.6|5.8|6.1}","0.5","{13.0|10.0|4.0|13.0}","0.5","{23:27:06|08:28:48|22:27:08|23:27:46}","0.75","{2014-04-10|2014-04-09|2014-04-10|2014-04-10}","1.0","{3.0}","0.5","{12.403|-49.854|-19.2441|12.4029}","1.0","{2.0}"
"File1_4620+File2_9552+File2_9553+File2_9554","0.6428571428571429","0.5","{125.129|68.355|-15.546|125.129}","0.5","{INDONESIA|MALDIVES|SAINT HELENA|INDONESIA}","0.75","{6.2|5.8|5.8|6.7}","1.0","{10.0|10.0|10.0|9.8}","0.5","{20:42:40|02:41:39|15:43:18|20:42:40}","0.75","{1989-07-14|1989-07-12|1989-07-14|1989-07-14}",,,"0.5","{-8.081|-8.129|-1.472|-8.081}",,
"File1_4146+File2_2981+File3_1500","1.0","1.0","{-76.35|-76.352|-76.352}","1.0","{PERU|PERU|PERU}","1.0","{6.3|6.3|6.0}","1.0","{98.0|98.0}","1.0","{08:33:50|08:33:51|08:33}","1.0","{1974-01-05|1974-01-05|1974-01-05}",,,"1.0","{-12.3|-12.299|-12.299}","1.0","{10.0|10.0}"
"File1_4483+File2_7485","0.875","1.0","{-71.618|-71.618}","1.0","{CHILE|CHILE}","0.0","{7.5|7.2}","1.0","{38.0|37.8}","1.0","{01:56:59|01:56:59}","1.0","{1985-04-09|1985-04-09}",,,"1.0","{-34.131|-34.131}","1.0","{2.0}"
"File1_4426+File2_6656+File2_6657","0.9166666666666666","1.0","{-147.286|-147.38|-147.286}","0.6666666666666666","{USA|UNITED STATES|UNITED STATES}","0.6666666666666666","{6.1|6.4|6.6}","1.0","{37.0|37.0|37.0}","1.0","{15:10:03|15:10:03|15:10:03}","1.0","{1983-07-12|1983-07-12|1983-07-12}","1.0","{1.0}","1.0","{61.031|61.03|61.031}",,
"File1_4812+File2_12189+File3_0670","0.9259259259259258","0.6666666666666666","{121.067|121.067|121.087}","1.0","{PHILIPPINES|PHILIPPINES|PHILIPPINES}","1.0","{7.1|7.1|7.0}","1.0","{32.0|31.5}","1.0","{19:15:30|19:15:31|19:15}","1.0","{1994-11-14|1994-11-14|1994-11-14}","1.0","{3.0|3.0}","0.6666666666666666","{13.525|13.525|13.352}","1.0","{81.0|81.0}"
"File1_4838+File2_12694+File2_12695","0.9523809523809523","1.0","{-148.565|-148.57|-148.565}","0.6666666666666666","{USA|UNITED STATES|UNITED STATES}","1.0","{6.0|6.0|5.8}","1.0","{9.0|9.0|9.1}","1.0","{05:23:18|05:23:18|05:23:19}","1.0","{1995-10-06|1995-10-06|1995-10-06}",,,"1.0","{65.17|65.17|65.17}",,
"File1_5161+File2_16596","1.0","1.0","{-101.303|-101.303}","1.0","{MEXICO|MEXICO}","1.0","{6.1|6.1}","1.0","{29.0|29.4}","1.0","{23:31:50|23:31:50}","1.0","{2004-01-01|2004-01-01}",,,"1.0","{17.488|17.488}",,
"File1_5658+File2_20930+File3_1110","1.0","1.0","{77.028|77.028|77.028}","1.0","{CHINA|CHINA|CHINA}","1.0","{5.7|5.6|6.0}","1.0","{10.0|10.0}","1.0","{10:06:29|10:06:29}","1.0","{2011-08-11|2011-08-11|2011-08-11}",,,"1.0","{39.955|39.955|39.955}",,
"File1_5502+File2_19320","1.0","1.0","{71.075|71.075}","1.0","{AFGHANISTAN|AFGHANISTAN}","1.0","{5.8|5.8}","1.0","{158.0|151.0}","1.0","{03:37:41|03:37:41}","1.0","{2008-12-29|2008-12-29}",,,"1.0","{36.401|36.389}",,
"File1_4880+File2_13507","1.0","1.0","{-60.892|-60.892}","1.0","{TRINIDAD AND TOBAGO|TRINIDAD AND TOBAGO}","1.0","{6.7|6.7}","1.0","{5.0|5.0}","1.0","{09:31:23|09:31:23}","1.0","{1997-04-22|1997-04-22}","1.0","{25.0}","1.0","{11.112|11.112}",,
"File1_5258+File2_17322+File3_0928","1.0","1.0","{130.131|130.131|130.131}","1.0","{JAPAN|JAPAN|JAPAN}","1.0","{6.6|6.6|7.0}","1.0","{10.0|10.0}","1.0","{01:53:41|01:53:42|01:53}","1.0","{2005-03-20|2005-03-20|2005-03-20}","1.0","{400.0}","1.0","{33.807|33.807|33.807}","1.0","{1.0|1.0}"
"File1_4898+File2_13773","1.0","1.0","{122.536|122.536}","1.0","{INDONESIA|INDONESIA}","1.0","{7.0|7.0}","1.0","{24.0|24.0}","1.0","{12:14:33|12:14:34}","1.0","{1997-11-25|1997-11-25}",,,"1.0","{1.241|1.241}",,
"File1_4074+File2_1979+File3_0094","0.9259259259259258","0.6666666666666666","{-71.2|-71.076|-71.076}","1.0","{CHILE|CHILE|CHILE}","1.0","{7.8|7.8|8.0}","1.0","{58.0|60.3}","1.0","{03:03:18|03:03:20|03:03}","1.0","{1971-07-09|1971-07-09|1971-07-09}","1.0","{236.0|236.0}","0.6666666666666666","{-32.5|-32.601|-32.601}","1.0","{83.0|85.0}"
"File2_22469+File3_1187","0.875","1.0","{100.4736|100.533}","1.0","{CHINA|CHINA}","1.0","{5.6|6.0}","1.0","{11.0}","1.0","{18:43:46}","0.0","{2014-12-05|2014-12-06}",,,"1.0","{23.3363|23.3577}","1.0","{1.0}"
"File1_5627+File2_20408+File2_20414","0.7142857142857143","0.6666666666666666","{168.311|168.312|-73.064}","0.6666666666666666","{VANUATU|VANUATU|CHILE}","0.6666666666666666","{6.5|6.5|5.9}","1.0","{24.0|22.0|24.4}","0.6666666666666666","{10:03:44|10:03:44|06:02:52}","0.6666666666666666","{2011-01-09|2011-01-09|2011-01-10}",,,"0.6666666666666666","{-19.157|-19.155|-35.594}",,
"File1_5039+File2_15747+File3_0862","0.9629629629629629","1.0","{124.249|124.249|124.249}","1.0","{PHILIPPINES|PHILIPPINES|PHILIPPINES}","1.0","{7.5|7.5|8.0}","1.0","{31.0|31.0}","1.0","{21:16:09|21:16:09|21:16}","0.6666666666666666","{2002-03-05|2002-03-05|2002-03-04}","1.0","{1.0|1.0}","1.0","{6.033|6.033|6.033}","1.0","{15.0|15.0}"
"File1_5064+File2_15952","0.8571428571428571","1.0","{72.007|72.007}","0.0","{KYRGYZSTAN|UZBEKISTAN}","1.0","{5.5|5.5}","1.0","{32.0|31.6}","1.0","{11:03:05|11:03:06}","1.0","{2002-09-05|2002-09-05}",,,"1.0","{39.77|39.77}",,
"File1_4130+File1_4131+File2_2692+File2_2696+File3_1542","1.0",,,,,,,,,,,,,"1.0","{5.0|5.0}",,,,
"File1_4419+File2_6549+File2_6552","0.7619047619047619","0.6666666666666666","{99.023|99.023|-117.844}","0.6666666666666666","{THAILAND|THAILAND|CHILE}","1.0","{5.9|5.7|5.5}","1.0","{10.0|10.0|10.0}","0.6666666666666666","{00:37:37|00:37:37|23:33:59}","0.6666666666666666","{1983-04-22|1983-04-22|1983-04-23}",,,"0.6666666666666666","{14.926|14.926|-53.072}",,
"File1_4911+File2_13971","0.8571428571428571","1.0","{125.308|125.308}","0.0","{TAIWAN|JAPAN}","1.0","{7.5|7.5}","1.0","{33.0|33.0}","1.0","{23:30:21|23:30:22}","1.0","{1998-05-03|1998-05-03}",,,"1.0","{22.306|22.306}",,
"File1_5697+File2_21208+File3_1117","1.0","1.0","{-72.217|-72.217|-72.217}","1.0","{CHILE|CHILE|CHILE}","1.0","{7.2|7.1|7.0}","1.0","{41.0|40.7}","1.0","{22:37:06|22:37:06}","1.0","{2012-03-25|2012-03-25|2012-03-25}","1.0","{100.0}","1.0","{-35.2|-35.2|-35.2}","1.0","{1.0|1.0}"
"File1_4296+File2_5127+File3_0316+File3_0456","0.7777777777777778","1.0","{19.209|19.209|19.209|19.209}","1.0","{MONTENEGRO|MONTENEGRO|MONTENEGRO|MONTENEGRO}","1.0","{6.9|6.9|7.0|7.0}","1.0","{10.0|10.0}","1.0","{06:19:44|06:19:44|06:19|06:19}","1.0","{1979-04-15|1979-04-15|1979-04-15|1979-04-15}","0.0","{2700.0|450.0}","1.0","{42.096|42.096|42.096|42.096}","0.0","{131.0|35.0|121.0}"
"File1_4209+File2_3940+File3_0287","1.0","1.0","{63.47|63.472|63.472}","1.0","{UZBEKISTAN|UZBEKISTAN|UZBEKISTAN}","1.0","{7.0|7.0|7.0}","1.0","{10.0|10.0}","1.0","{02:58:40|02:58:41|02:58}","1.0","{1976-05-17|1976-05-17|1976-05-17}","1.0","{85.0}","1.0","{40.38|40.381|40.381}",,
"File1_4602+File2_9276+File2_9277+File3_0488","0.9351851851851853","1.0","{44.185|44.185|44.246|44.185}","1.0","{ARMENIA|ARMENIA|ARMENIA|ARMENIA}","0.75","{6.8|6.8|5.9|7.0}","0.6666666666666666","{5.0|5.4|10.0}","1.0","{07:41:24|07:41:24|07:45:45|07:41}","1.0","{1988-12-07|1988-12-07|1988-12-07|1988-12-07}","1.0","{16200.0|14000.0}","1.0","{40.987|40.987|40.974|40.987}","1.0","{25000.0|25000.0}"
"File1_4520+File2_8072+File2_8075+File2_8076","0.78125","0.75","{-116.61|80.161|-116.61|-116.608}","0.5","{USA|CHINA|UNITED STATES|UNITED STATES}","1.0","{6.0|6.0|6.0|6.0}","0.75","{12.0|9.1|10.0|9.468}","0.75","{09:20:44|19:24:23|09:20:44|09:20:45}","0.75","{1986-07-08|1986-07-06|1986-07-08|1986-07-08}","1.0","{4.0}","0.75","{34.0|34.424|34.0|33.999}",,
"File1_4938+File2_14332+File3_0788","1.0","1.0","{-72.662|-72.662|-72.662}","1.0","{PERU|PERU|PERU}","1.0","{6.8|6.8|7.0}","1.0","{87.0|87.2}","1.0","{06:17:18|06:17:18|06:17}","1.0","{1999-04-03|1999-04-03|1999-04-03}",,,"1.0","{-16.66|-16.66|-16.66}","1.0","{1.0|1.0}"
"File1_4759+File2_11309+File3_0520","1.0","1.0","{101.062|101.062|101.062}","1.0","{CHINA|CHINA|CHINA}","1.0","{5.6|5.6|6.0}","1.0","{33.0|33.0}","1.0","{20:32:06|20:32:07|20:32}","1.0","{1993-01-26|1993-01-26|1993-01-26}",,,"1.0","{23.027|23.027|23.027}",,
"File1_5820+File2_22300+File3_1190+File3_1207","0.875","1.0","{-92.578|-92.4614|-92.4614|-92.4614}","1.0","{MEXICO|MEXICO|MEXICO|MEXICO}","1.0","{6.9|6.9|7.0|7.0}","0.0","{67.0|53.0}","1.0","{11:23:07|11:23:55|11:24}","1.0","{2014-07-07|2014-07-07|2014-07-07|2014-07-07}",,,"1.0","{14.728|14.724|14.724|14.724}","1.0","{3.0|1.0|3.0}"
"File1_5481+File2_19143+File2_19146","0.619047619047619","0.6666666666666666","{104.158|104.158|-129.628}","0.0","{RUSSIA|RUSSIAN FEDERATION|CANADA}","1.0","{6.2|6.3|5.9}","0.6666666666666666","{16.0|16.0|12.0}","0.6666666666666666","{01:35:32|01:35:32|12:37:35}","0.6666666666666666","{2008-08-27|2008-08-27|2008-08-28}",,,"0.6666666666666666","{51.607|51.607|50.165}",,
"File1_4121+File2_2602+File3_1370","0.9047619047619048","1.0","{100.58|100.581|100.581}","1.0","{CHINA|CHINA|CHINA}","0.6666666666666666","{7.6|7.4|7.0}","1.0","{33.0|33.0}","0.6666666666666666","{10:37:10|10:37:10|09:37}","1.0","{1973-02-06|1973-02-06|1973-02-06}",,,"1.0","{31.4|31.398|31.398}",,
"File1_5482+File2_19149+File2_19151+File3_1018","0.9351851851851853","1.0","{101.937|101.889|101.97|101.889}","1.0","{CHINA|CHINA|CHINA|CHINA}","1.0","{5.9|6.0|5.6|6.0}","0.6666666666666666","{17.0|11.0|10.0}","1.0","{08:30:54|08:30:53|08:31:11|08:30}","0.75","{2008-08-30|2008-08-30|2008-08-31|2008-08-30}","1.0","{492.0}","1.0","{26.272|26.241|26.232|26.241}","1.0","{43.0|40.0}"
"File1_4260+File2_4686","1.0","1.0","{141.95|141.949}","1.0","{JAPAN|JAPAN}","1.0","{6.1|6.1}","1.0","{60.0|60.0}","1.0","{04:36:58|04:36:58}","1.0","{1978-02-20|1978-02-20}",,,"1.0","{38.78|38.785}",,
"File1_4565+File2_8703","1.0","1.0","{-172.225|-172.225}","1.0","{TONGA|TONGA}","1.0","{7.3|7.3}","1.0","{16.0|16.0}","1.0","{04:19:06|04:19:06}","1.0","{1987-10-06|1987-10-06}",,,"1.0","{-17.94|-17.94}",,
"File2_14691+File3_0744","0.8888888888888888","1.0","{101.164|101.063}","1.0","{CHINA|CHINA}","1.0","{5.5|6.0}","1.0","{33.0}","1.0","{22:09:05|22:09}","0.0","{2000-01-14|2000-01-13}","1.0","{73.0}","1.0","{25.591|25.607}","1.0","{7.0}"
"File1_4402+File2_6404+File3_0402","1.0","1.0","{123.08|123.08|123.08}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{5.9|5.9|6.0}","1.0","{33.0|33.0}","1.0","{12:28:02|12:28:03|12:28}","1.0","{1982-12-25|1982-12-25|1982-12-25}","1.0","{1.0|1.0}","1.0","{-8.405|-8.405|-8.405}","1.0","{13.0|13.0}"
"File1_5894+File2_22983+File3_1243","0.8888888888888888","1.0","{120.46|120.6014|120.6}","1.0","{TAIWAN|TAIWAN|TAIWAN}","1.0","{6.4|6.4|6.0}","0.0","{10.0|23.0}","1.0","{19:57:06|19:57:27|19:57}","1.0","{2016-02-05|2016-02-05|2016-02-05}","1.0","{700.0|700.0}","1.0","{22.97|22.9375|22.938}","1.0","{117.0|117.0}"
"File1_4478+File2_7387+File3_0431","0.9166666666666666","1.0","{52.997|52.997|52.997}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","0.6666666666666666","{5.3|5.5|5.0}","1.0","{37.0|36.8}","1.0","{20:52:34|20:52:34|20:52}","1.0","{1985-02-02|1985-02-02|1985-02-02}",,,"1.0","{28.399|28.399|28.399}","1.0","{1.0|1.0}"
"File1_3973+File2_0912","0.6666666666666666","0.0","{143.2|143.435}","1.0","{JAPAN|JAPAN}","1.0","{8.2|8.2}","0.0","{7.0|29.9}","1.0","{00:48:55|00:49:02}","1.0","{1968-05-16|1968-05-16}","1.0","{131.0}","0.0","{40.8|40.86}","1.0","{52.0}"
"File1_4056+File2_1710","0.8571428571428571","1.0","{122.0|122.003}","1.0","{PHILIPPINES|PHILIPPINES}","0.0","{5.3|6.0}","1.0","{33.0|30.0}","1.0","{09:52:22|09:52:24}","1.0","{1970-09-30|1970-09-30}",,,"1.0","{20.6|20.73}",,
"File1_4585+File2_9112","0.8571428571428571","1.0","{95.127|95.127}","0.0","{MYANMAR (BURMA)|INDIA}","1.0","{7.2|7.3}","1.0","{91.0|90.5}","1.0","{00:36:24|00:36:25}","1.0","{1988-08-06|1988-08-06}",,,"1.0","{25.149|25.149}",,
"File1_4894+File2_13714+File3_0647","0.9629629629629631","1.0","{-71.22|-71.22|-71.22}","1.0","{CHILE|CHILE|CHILE}","1.0","{7.1|7.1|7.0}","1.0","{58.0|58.0}","0.6666666666666666","{01:03:33|01:03:33|00:04}","1.0","{1997-10-15|1997-10-15|1997-10-15}","1.0","{48.0|48.0}","1.0","{-30.933|-30.933|-30.933}","1.0","{8.0|8.0}"
"File1_4807+File2_12055+File3_0667","0.9166666666666666","0.6666666666666666","{-0.106|-0.106|0.12}","1.0","{ALGERIA|ALGERIA|ALGERIA}","1.0","{5.9|5.9|6.0}","1.0","{9.0|8.7}","1.0","{01:13:05|01:13:06|01:13}","1.0","{1994-08-18|1994-08-18|1994-08-18}",,,"0.6666666666666666","{35.52|35.52|35.52}","1.0","{171.0|171.0}"
"File1_4813+File2_12228","0.875","1.0","{-124.31|-124.31}","0.0","{USA|UNITED STATES}","1.0","{5.5|5.5}","1.0","{23.0|23.0}","1.0","{14:10:29|14:10:29}","1.0","{1994-12-26|1994-12-26}","1.0","{2.0}","1.0","{40.741|40.74}",,
"File1_5809+File2_22170+File3_1206","0.9523809523809523","1.0","{-100.972|-100.9723|-100.9723}","1.0","{MEXICO|MEXICO|MEXICO}","1.0","{7.2|7.2|7.0}","1.0","{24.0|24.0}","0.6666666666666666","{14:28:32|14:27:25|15:27}","1.0","{2014-04-18|2014-04-18|2014-04-18}",,,"1.0","{17.397|17.397|17.397}",,
"File1_4251+File2_4454","0.8571428571428571","1.0","{-76.3|-76.298}","1.0","{COLOMBIA|COLOMBIA}","0.0","{6.5|6.4}","1.0","{33.0|33.0}","1.0","{00:42:05|00:42:05}","1.0","{1977-08-31|1977-08-31}",,,"1.0","{7.34|7.335}",,
"File1_5506+File2_19345","0.8571428571428571","1.0","{155.154|155.154}","0.0","{RUSSIA|RUSSIAN FEDERATION}","1.0","{7.4|7.4}","1.0","{36.0|36.0}","1.0","{17:49:39|17:49:39}","1.0","{2009-01-15|2009-01-15}",,,"1.0","{46.857|46.857}",,
"File1_4394+File2_6255","0.8571428571428571","1.0","{165.931|165.931}","1.0","{SOLOMON ISLANDS|SOLOMON ISLANDS}","0.0","{7.5|7.0}","1.0","{31.0|30.7}","1.0","{20:33:52|20:32:53}","1.0","{1982-08-05|1982-08-05}",,,"1.0","{-12.597|-12.597}",,
"File1_4754+File2_11144+File3_0519","0.8518518518518519","1.0","{31.144|31.144|31.223}","1.0","{EGYPT|EGYPT|EGYPT}","0.6666666666666666","{5.3|5.8|6.0}","1.0","{22.0|21.5}","1.0","{13:09:55|13:09:56}","1.0","{1992-10-12|1992-10-12|1992-10-12}","1.0","{1200.0|1200.0}","1.0","{29.778|29.778|29.888}","0.0","{545.0|552.0}"
"File1_4655+File2_10001+File2_9998+File2_9999+File3_0546+File3_0608","0.8452380952380952","1.0","{31.848|31.876|31.829|31.848|31.859|31.908}","0.8333333333333334","{SUDAN|SOUTH SUDAN|SOUTH SUDAN|SOUTH SUDAN|SOUTH SUDAN|SOUTH SUDAN}","0.8333333333333334","{7.0|5.5|6.5|7.1|7.0|7.0}","0.75","{16.0|10.0|16.5|16.0}","0.5","{20:00:08|22:16:03|19:34:44|20:00:08}","1.0","{1990-05-24|1990-05-24|1990-05-24|1990-05-24|1990-05-24|1990-05-24}",,,"1.0","{5.358|5.436|5.277|5.358|5.289|5.345}",,
"File1_5907+File2_23194","0.8571428571428571","1.0","{145.507|145.5073}","0.0","{USA TERRITORY|NORTHERN MARIANA ISLANDS}","1.0","{7.7|7.7}","1.0","{196.0|196.0}","1.0","{21:19:14|21:18:25}","1.0","{2016-07-29|2016-07-29}",,,"1.0","{18.543|18.5429}",,
"File1_4566+File2_8711","1.0","1.0","{154.371|154.371}","1.0","{PAPUA NEW GUINEA|PAPUA NEW GUINEA}","1.0","{6.8|7.0}","1.0","{25.0|24.7}","1.0","{13:57:04|13:57:05}","1.0","{1987-10-12|1987-10-12}",,,"1.0","{-7.288|-7.288}",,
"File1_3979+File2_0973+File3_0254","0.8888888888888888","1.0","{-77.2|-77.086|-77.086}","1.0","{PERU|PERU|PERU}","1.0","{7.0|6.8|7.0}","0.0","{33.0|15.0}","1.0","{08:14|08:13:35|08:13}","1.0","{1968-06-19|1968-06-19|1968-06-19}","1.0","{0.0}","1.0","{-5.6|-5.61|-5.61}","1.0","{11.0}"
"File1_5149+File2_16535","1.0","1.0","{125.416|125.416}","1.0","{PHILIPPINES|PHILIPPINES}","1.0","{6.5|6.5}","1.0","{35.0|35.0}","1.0","{17:14:22|17:14:23}","1.0","{2003-11-18|2003-11-18}",,,"1.0","{12.025|12.025}","1.0","{1.0}"
"File1_5472+File2_19106+File2_19108","0.7142857142857143","0.6666666666666666","{104.722|104.722|178.163}","0.6666666666666666","{CHINA|CHINA|FIJI}","1.0","{5.7|5.7|5.5}","0.6666666666666666","{7.0|11.0|10.0}","0.6666666666666666","{08:32:43|08:32:44|15:34:23}","0.6666666666666666","{2008-08-01|2008-08-01|2008-08-02}",,,"0.6666666666666666","{32.036|32.033|-16.314}",,
"File1_4330+File2_5524","0.6666666666666666","1.0","{-122.194|-122.188}","0.0","{USA|UNITED STATES}","0.0","{5.2|5.7}","0.0","{4.0|1.51}","1.0","{15:32:11|15:32:11}","1.0","{1980-05-18|1980-05-18}","1.0","{2000.0}","1.0","{46.214|46.2073333}","1.0","{61.0}"
"File1_5817+File2_22240+File3_1184","1.0","1.0","{97.845|97.845|97.845}","1.0","{CHINA|CHINA|CHINA}","1.0","{5.9|5.9|6.0}","1.0","{10.0|10.0}","1.0","{01:20:17|01:20:15|01:20}","1.0","{2014-05-30|2014-05-30|2014-05-30}","1.0","{2.0}","1.0","{25.0|24.9997|24.9997}",,
"File1_4832+File2_12562+File3_0641","1.0","1.0","{103.123|103.123|103.105}","1.0","{CHINA|CHINA|CHINA}","1.0","{5.6|5.6|6.0}","1.0","{13.0|12.8}","1.0","{22:44:04|22:44:05}","1.0","{1995-07-21|1995-07-21|1995-07-21}",,,"1.0","{36.427|36.427|36.443}","1.0","{14.0|14.0}"
"File1_4274+File2_4842+File3_0303","1.0","1.0","{142.028|142.028|142.028}","1.0","{JAPAN|JAPAN|JAPAN}","1.0","{7.7|7.7|8.0}","1.0","{44.0|44.0}","1.0","{08:14:26|08:14:26|08:14}","1.0","{1978-06-12|1978-06-12|1978-06-12}","1.0","{865.0|865.0}","1.0","{38.19|38.19|38.19}","1.0","{28.0|28.0}"
"File1_3958+File2_0820","0.5","0.0","{-69.5|-69.939}","1.0","{CHILE|CHILE}","0.0","{7.5|7.3}","0.0","{33.0|45.0}","1.0","{02:25:23|02:25:26}","1.0","{1967-12-21|1967-12-21}",,,"0.0","{-21.7|-21.865}","1.0","{1.0}"
