"RecordIDS","AverageConsistency","Latitude-Consistency","Latitude-Values","Country-Consistency","Country-Values","Magnitude-Consistency","Magnitude-Values","Depth-Consistency","Depth-Values","Time-Consistency","Time-Values","Date-Consistency","Date-Values","TotalDamages-Consistency","TotalDamages-Values","Longitude-Consistency","Longitude-Values","Deaths-Consistency","Deaths-Values"
"File1_5179+File2_16727","1.0","1.0","{71.029|71.029}","1.0","{AFGHANISTAN|AFGHANISTAN}","1.0","{6.5|6.6}","1.0","{187.0|187.1}","1.0","{21:24:04|21:24:04}","1.0","{2004-04-05|2004-04-05}",,,"1.0","{36.512|36.512}","1.0","{3.0}"
"File1_4853+File2_12970+File2_12976","0.7619047619047619","0.6666666666666666","{-78.737|-78.737|-168.734}","0.6666666666666666","{ECUADOR|ECUADOR|UNITED STATES}","1.0","{5.9|6.0|6.3}","1.0","{33.0|33.0|33.0}","0.6666666666666666","{23:03:49|23:03:50|13:05:17}","0.6666666666666666","{1996-03-28|1996-03-28|1996-03-30}",,,"0.6666666666666666","{-1.036|-1.036|52.214}",,
"File1_5486+File2_19171","1.0","1.0","{143.754|143.754}","1.0","{JAPAN|JAPAN}","1.0","{6.8|6.8}","1.0","{25.0|25.0}","1.0","{00:20:50|00:20:51}","1.0","{2008-09-11|2008-09-11}",,,"1.0","{41.892|41.892}",,
"File1_5166+File2_16647","1.0","1.0","{-82.877|-82.877}","1.0","{PANAMA|PANAMA}","1.0","{6.1|6.1}","1.0","{29.0|29.2}","1.0","{11:59:47|11:59:48}","1.0","{2004-02-04|2004-02-04}",,,"1.0","{8.358|8.358}",,
"File1_4976+File2_14847+File3_0768","0.5864197530864197","0.4444444444444444","{102.087|97.238|101.905|102.087|102.102|97.238|101.905|102.102|101.905}","0.7777777777777778","{INDONESIA|CHINA|INDONESIA|INDONESIA|INDONESIA|INDIA|INDONESIA|INDONESIA|INDONESIA}","0.5555555555555556","{7.9|6.3|6.7|7.9|6.7|6.3|6.7|7.0|7.0}","1.0","{33.0|33.0|33.0|33.0|33.0|33.0|33.0}","0.5","{16:28:26|21:46:55|23:45:26|16:28:26|16:39:46|21:46:56|23:45:27|16:28}","0.5555555555555556","{2000-06-04|2000-06-07|2000-06-07|2000-06-04|2000-06-04|2000-06-07|2000-06-07|2000-06-04|2000-06-07}","0.0","{6.0|41.0}","0.4444444444444444","{-4.721|26.856|-4.612|-4.721|-4.646|26.856|-4.612|-4.646|-4.612}","1.0","{103.0|103.0}"
"File1_5001+File2_15179+File3_0804","1.0","1.0","{54.799|54.799|54.799}","1.0","{TURKMENISTAN|TURKMENISTAN|TURKMENISTAN}","1.0","{7.0|7.0|7.0}","1.0","{30.0|30.0}","1.0","{17:11:06|17:11:06}","1.0","{2000-12-06|2000-12-06|2000-12-06}",,,"1.0","{39.566|39.566|39.566}","1.0","{11.0|11.0}"
"File1_4046+File2_1630","0.42857142857142855","0.0","{-70.55|-70.276}","1.0","{CHILE|CHILE}","0.0","{6.4|6.5}","0.0","{44.0|60.0}","1.0","{10:56:13|10:56:16}","1.0","{1970-06-19|1970-06-19}",,,"0.0","{-22.28|-22.261}",,
"File1_5217+File2_17008+File2_17009","0.8571428571428571","0.6666666666666666","{138.862|138.862|138.403}","1.0","{JAPAN|JAPAN|JAPAN}","1.0","{5.5|5.5|5.6}","1.0","{10.0|10.0|10.0}","0.6666666666666666","{02:15:58|02:15:59|15:07:24}","1.0","{2004-11-08|2004-11-08|2004-11-08}",,,"0.6666666666666666","{37.396|37.396|33.721}",,
"File2_8676+File3_0355","0.875","1.0","{-78.127|-78.05}","1.0","{ECUADOR|ECUADOR}","1.0","{6.0|6.0}","1.0","{10.0}","0.0","{16:21:35|13:43}","1.0","{1987-09-22|1987-09-22}",,,"1.0","{-1.082|-0.978}","1.0","{2.0}"
"File1_5236+File2_17081","0.8571428571428571","1.0","{161.345|161.345}","0.0","{AUSTRALIA|NEW ZEALAND}","1.0","{8.1|8.1}","1.0","{10.0|10.0}","1.0","{14:59:04|14:59:04}","1.0","{2004-12-23|2004-12-23}",,,"1.0","{-49.312|-49.312}",,
"File1_5143+File2_16487+File3_0888","1.0","1.0","{101.254|101.254|101.254}","1.0","{CHINA|CHINA|CHINA}","1.0","{5.6|5.6|6.0}","1.0","{33.0|33.0}","1.0","{12:28:09|12:28:09|12:28}","1.0","{2003-10-16|2003-10-16|2003-10-16}","1.0","{60.0}","1.0","{25.954|25.954|25.954}","1.0","{3.0|3.0}"
"File1_5585+File2_20051+File3_1066","0.8888888888888888","1.0","{96.548|96.548|96.548}","1.0","{CHINA|CHINA|CHINA}","1.0","{6.9|6.9|7.0}","1.0","{17.0|17.0}","1.0","{23:49:38|23:49:38|23:49}","1.0","{2010-04-13|2010-04-13|2010-04-13}","1.0","{500.0|500.0}","1.0","{33.165|33.165|33.165}","0.0","{2220.0|2968.0}"
"File1_5342+File2_18081","1.0","1.0","{-76.677|-76.677}","1.0","{PERU|PERU}","1.0","{6.7|6.7}","1.0","{23.0|23.0}","1.0","{10:48:56|10:48:56}","1.0","{2006-10-20|2006-10-20}",,,"1.0","{-13.457|-13.457}",,
"File1_4181+File2_3474","0.8571428571428571","1.0","{-17.649|-17.649}","0.0","{ATLANTIC OCEAN|PORTUGAL}","1.0","{7.7|7.9}","1.0","{33.0|33.0}","1.0","{09:11:51|09:11:52}","1.0","{1975-05-26|1975-05-26}",,,"1.0","{35.997|35.997}",,
"File1_5684+File2_21105","1.0","1.0","{172.8|172.8}","1.0","{NEW ZEALAND|NEW ZEALAND}","1.0","{5.8|5.8}","1.0","{10.0|9.7}","1.0","{00:58:38|00:58:38}","1.0","{2011-12-23|2011-12-23}",,,"1.0","{-43.49|-43.49}",,
"File1_3983+File2_1007+File3_1492","0.8518518518518519","1.0","{-97.8|-97.739|-97.739}","1.0","{MEXICO|MEXICO|MEXICO}","0.6666666666666666","{7.5|7.3|7.0}","0.0","{36.0|25.0}","1.0","{14:06|14:06:43|14:06}","1.0","{1968-08-02|1968-08-02|1968-08-02}","1.0","{2.0}","1.0","{16.5|16.519|16.519}","1.0","{18.0}"
"File1_4333+File2_5546+File3_0388","0.7916666666666666","1.0","{-114.985|-115.1221667|-115.122}","1.0","{MEXICO|MEXICO|MEXICO}","1.0","{6.4|6.3|6.0}","0.0","{5.0|6.0}","0.6666666666666666","{03:28:18|03:28:19|05:28}","0.6666666666666666","{1980-06-09|1980-06-09|1980-06-10}",,,"1.0","{32.22|32.1998333|32.2}","1.0","{1.0|2.0}"
"File1_5006+File2_15286+File3_0810","1.0","1.0","{-88.938|-88.938|-88.938}","1.0","{EL SALVADOR|EL SALVADOR|EL SALVADOR}","1.0","{6.6|6.6|7.0}","1.0","{10.0|10.0}","1.0","{14:22:05|14:22:06}","1.0","{2001-02-13|2001-02-13|2001-02-13}","1.0","{348.0|348.0}","1.0","{13.671|13.671|13.671}","1.0","{315.0|315.0}"
"File1_5386+File2_18519+File3_1031","0.8888888888888888","1.0","{138.478|138.446|138.446}","1.0","{JAPAN|JAPAN|JAPAN}","1.0","{6.6|6.6|7.0}","0.0","{10.0|12.0}","1.0","{01:13:22|01:13:22|01:13}","1.0","{2007-07-16|2007-07-16|2007-07-16}","1.0","{12500.0|12500.0}","1.0","{37.57|37.535|37.535}","1.0","{9.0|9.0}"
"File1_4118+File2_2567+File3_0270","0.7037037037037037","0.6666666666666666","{-86.1|-86.223|-86.223}","1.0","{NICARAGUA|NICARAGUA|NICARAGUA}","1.0","{6.2|6.3|6.0}","0.0","{5.0|10.0}","1.0","{06:29:42|06:29:44|06:29}","1.0","{1972-12-23|1972-12-23|1972-12-23}","0.0","{2968.0|845.0}","0.6666666666666666","{12.4|12.184|12.184}","1.0","{10000.0|10000.0}"
"File1_4096+File2_2215","0.42857142857142855","0.0","{122.2|121.974}","1.0","{TAIWAN|TAIWAN}","0.0","{7.7|7.1}","0.0","{33.0|25.0}","1.0","{03:41:23|03:41:24}","1.0","{1972-01-25|1972-01-25}",,,"0.0","{23.0|23.107}",,
"File1_4621+File2_9567+File3_0524","0.9583333333333333","1.0","{139.022|139.022|139.022}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{5.8|6.3|6.0}","1.0","{14.0|14.3}","0.6666666666666666","{00:18:04|00:18:05|06:04}","1.0","{1989-08-01|1989-08-01|1989-08-01}",,,"1.0","{-4.511|-4.511|-4.511}","1.0","{120.0}"
"File1_4924+File2_14128","1.0","1.0","{20.08|20.08}","1.0","{SERBIA|SERBIA}","1.0","{5.5|5.5}","1.0","{10.0|10.0}","1.0","{22:14:49|22:14:50}","1.0","{1998-09-29|1998-09-29}",,,"1.0","{44.209|44.209}","1.0","{1.0}"
"File1_5238+File2_17188","0.14285714285714285","0.0","{54.574|27.804}","0.0","{IRAN|TURKEY}","0.0","{5.4|5.5}","0.0","{32.0|15.9}","0.0","{18:47:30|23:48:50}","1.0","{2005-01-10|2005-01-10}",,,"0.0","{37.103|37.017}",,
"File1_5145+File2_16506","1.0","1.0","{142.619|142.619}","1.0","{JAPAN|JAPAN}","1.0","{7.0|7.0}","1.0","{10.0|10.0}","1.0","{01:06:28|01:06:28}","1.0","{2003-10-31|2003-10-31}",,,"1.0","{37.812|37.812}",,
"File2_1458+File3_0090","1.0","1.0","{102.543|102.543}","1.0","{CHINA|CHINA}","1.0","{7.1|7.0}","1.0","{11.3}","1.0","{17:00:41}","1.0","{1970-01-04|1970-01-04}",,,"1.0","{24.185|24.185}","1.0","{10000.0}"
"File1_3920+File2_0506+File3_0242","1.0","1.0","{41.6|41.572|41.572}","1.0","{TURKEY|TURKEY|TURKEY}","1.0","{6.8|6.8|7.0}","1.0","{24.0|24.7}","1.0","{12:22|12:22:12|12:22}","1.0","{1966-08-19|1966-08-19|1966-08-19}","1.0","{20.0}","1.0","{39.2|39.235|39.235}","1.0","{2394.0}"
"File1_4431+File2_6694","0.8571428571428571","1.0","{161.287|161.287}","0.0","{RUSSIA|RUSSIAN FEDERATION}","1.0","{6.5|7.1}","1.0","{63.0|62.6}","1.0","{10:55:54|10:55:54}","1.0","{1983-08-17|1983-08-17}",,,"1.0","{55.867|55.867}",,
"File1_5493+File2_19250","1.0","1.0","{95.833|95.833}","1.0","{CHINA|CHINA}","1.0","{6.3|6.3}","1.0","{19.0|19.0}","1.0","{01:22:02|01:22:03}","1.0","{2008-11-10|2008-11-10}","1.0","{4.0}","1.0","{37.565|37.565}",,
"File1_5586+File2_20061+File3_1059","1.0","1.0","{67.658|67.658|67.658}","1.0","{AFGHANISTAN|AFGHANISTAN|AFGHANISTAN}","1.0","{5.6|5.6|6.0}","1.0","{13.0|13.0}","1.0","{20:28:50|20:28:50}","1.0","{2010-04-18|2010-04-18|2010-04-18}",,,"1.0","{35.633|35.633|35.633}","1.0","{11.0|11.0}"
"File1_5663+File2_20968","0.8571428571428571","1.0","{-171.708|-171.708}","0.0","{USA|UNITED STATES}","1.0","{6.8|6.9}","1.0","{32.0|32.0}","1.0","{10:55:53|10:55:54}","1.0","{2011-09-02|2011-09-02}",,,"1.0","{52.171|52.171}",,
"File1_3882+File2_0101+File3_0071","0.8518518518518519","1.0","{-71.2|-71.233|-71.233}","1.0","{CHILE|CHILE|CHILE}","1.0","{7.3|7.4|7.0}","0.0","{61.0|70.0}","0.6666666666666666","{16:33|16:33:16|15:33}","1.0","{1965-03-28|1965-03-28|1965-03-28}","1.0","{125.0}","1.0","{-32.4|-32.522|-32.522}","1.0","{400.0}"
"File1_4348+File2_5651+File2_5653","0.7619047619047619","0.6666666666666666","{176.478|176.478|82.073}","0.6666666666666666","{NEW ZEALAND|NEW ZEALAND|CHINA}","1.0","{5.6|5.6|5.5}","1.0","{32.0|32.0|33.0}","0.6666666666666666","{15:32:49|15:32:50|09:32:09}","0.6666666666666666","{1980-10-05|1980-10-05|1980-10-07}",,,"0.6666666666666666","{-39.542|-39.542|35.598}",,
"File1_4761+File2_11319","0.8571428571428571","1.0","{137.245|137.245}","1.0","{JAPAN|JAPAN}","0.0","{6.3|6.6}","1.0","{11.0|10.6}","1.0","{13:27:42|13:27:42}","1.0","{1993-02-07|1993-02-07}",,,"1.0","{37.634|37.634}",,
"File1_4187+File2_3571+File2_3572","0.9166666666666666","1.0","{-121.528|-121.5458333|-121.528}","0.6666666666666666","{USA|UNITED STATES|UNITED STATES}","1.0","{5.6|5.7|5.8}","0.6666666666666666","{15.0|4.388|15.0}","1.0","{20:20:12|20:20:05|20:20:13}","1.0","{1975-08-01|1975-08-01|1975-08-01}","1.0","{3.0}","1.0","{39.439|39.4321667|39.439}",,
"File1_5148+File2_16531","0.8571428571428571","1.0","{178.65|178.65}","0.0","{USA|RUSSIAN FEDERATION}","1.0","{7.8|7.8}","1.0","{33.0|33.0}","1.0","{06:43:06|06:43:07}","1.0","{2003-11-17|2003-11-17}",,,"1.0","{51.146|51.146}",,
"File1_4255+File2_4569+File3_0110","1.0","1.0","{-67.77|-67.767|-67.767}","1.0","{ARGENTINA|ARGENTINA|ARGENTINA}","1.0","{7.4|7.4|7.0}","1.0","{13.0|13.0}","1.0","{09:26:24|09:26:25|09:26}","1.0","{1977-11-23|1977-11-23|1977-11-23}","1.0","{80.0|80.0}","1.0","{-31.03|-31.028|-31.028}","1.0","{70.0|70.0}"
"File1_4614+File2_9502+File3_0528","0.8518518518518517","1.0","{50.921|50.921|50.921}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{5.8|6.0|6.0}","1.0","{31.0|30.5}","1.0","{20:08:37|20:08:37|20:08}","1.0","{1989-05-27|1989-05-27|1989-05-27}","1.0","{5.0}","1.0","{30.167|30.167|30.167}","0.0","{114.0|100.0}"
"File2_15069+File3_0774","1.0","1.0","{105.63|105.63}","1.0","{INDONESIA|INDONESIA}","1.0","{6.8|7.0}","1.0","{38.0}","1.0","{09:32:24}","1.0","{2000-10-25|2000-10-25}",,,"1.0","{-6.549|-6.549}",,
"File1_5669+File2_21027","0.8571428571428571","1.0","{-176.238|-176.238}","0.0","{KERMADEC ISLANDS (NEW ZEALAND)|TONGA}","1.0","{7.4|7.4}","1.0","{33.0|33.0}","1.0","{17:57:16|17:57:16}","1.0","{2011-10-21|2011-10-21}",,,"1.0","{-28.993|-28.993}",,
"File1_4229+File2_4174","1.0","1.0","{-68.92|-68.919}","1.0","{CHILE|CHILE}","1.0","{7.3|6.5}","1.0","{82.0|82.0}","1.0","{00:40:57|00:40:58}","1.0","{1976-11-30|1976-11-30}",,,"1.0","{-20.52|-20.52}",,
"File1_5631+File2_20451","0.7142857142857143","0.0","{-73.125|-72.96}","1.0","{CHILE|CHILE}","1.0","{6.8|6.9}","1.0","{28.0|26.0}","1.0","{20:05:30|20:05:31}","1.0","{2011-02-11|2011-02-11}",,,"0.0","{-36.474|-36.422}",,
"File1_4987+File2_14917","1.0","1.0","{139.26|139.26}","1.0","{JAPAN|JAPAN}","1.0","{6.1|6.1}","1.0","{10.0|10.0}","1.0","{01:30:30|01:30:30}","1.0","{2000-07-15|2000-07-15}",,,"1.0","{34.319|34.319}",,
"File1_4226+File2_4143+File3_0282","0.9166666666666666","1.0","{59.15|59.155|59.15}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{6.2|6.2|6.0}","1.0","{13.0|13.0}","1.0","{04:00:51|04:00:52|04:00}","0.6666666666666666","{1976-11-07|1976-11-07|1976-11-06}",,,"1.0","{33.8|33.802|33.8}","1.0","{16.0}"
"File1_4485+File2_7497+File3_0344","1.0","1.0","{102.871|102.871|102.871}","1.0","{CHINA|CHINA|CHINA}","1.0","{5.8|5.8|6.0}","1.0","{5.0|5.0}","1.0","{05:52:52|05:52:53|05:52}","1.0","{1985-04-18|1985-04-18|1985-04-18}","1.0","{1.0}","1.0","{25.926|25.926|25.926}","1.0","{23.0|22.0}"
"File1_4777+File2_11618+File2_11619+File2_11620+File2_11621+File3_0628","0.7952380952380953","1.0","{-122.012|-122.0|-122.0266667|-122.02|-122.0583333|-122.01}","0.8333333333333334","{USA|UNITED STATES|UNITED STATES|UNITED STATES|UNITED STATES|UNITED STATES}","1.0","{6.0|6.0|5.9|5.9|6.0|6.0}","0.4","{11.0|11.0|8.56|5.0|8.53}","0.5","{03:28:55|03:28:55|03:28:56|05:45:34|05:45:35|04:28}","0.8333333333333334","{1993-09-21|1993-09-21|1993-09-21|1993-09-21|1993-09-21|1993-09-22}",,,"1.0","{42.314|42.31|42.3161667|42.35|42.3575|42.314}",,
"File1_5902+File2_23109+File2_23110+File3_1203","0.8333333333333334","0.75","{-79.616|-79.7899|-79.616|-79.62}","1.0","{ECUADOR|ECUADOR|ECUADOR|ECUADOR}","1.0","{6.9|6.7|6.9|7.0}","0.6666666666666666","{30.0|16.0|29.95}","0.5","{16:47:26|07:57:03|16:46:44|07:57}","1.0","{2016-05-18|2016-05-18|2016-05-18|2016-05-18}",,,"0.75","{0.495|0.4261|0.4947|0.495}","1.0","{1.0|1.0}"
"File1_4159+File2_3191","1.0","1.0","{139.82|139.819}","1.0","{JAPAN|JAPAN}","1.0","{5.7|5.6}","1.0","{58.0|58.0}","1.0","{18:16:34|18:16:34}","1.0","{1974-08-03|1974-08-03}",,,"1.0","{36.0|35.999}",,
"File1_4738+File2_10870","0.75","1.0","{-124.316|-124.2286667}","0.0","{USA|UNITED STATES}","1.0","{7.1|7.2}","0.0","{15.0|9.856}","1.0","{18:06:04|18:06:05}","1.0","{1992-04-25|1992-04-25}","1.0","{75.0}","1.0","{40.368|40.3353333}",,
"File1_5675+File2_21050+File2_21053+File2_21057","0.5357142857142857","0.5","{-96.765|-96.765|170.735|146.095}","0.0","{USA|UNITED STATES|ANTARCTICA|MICRONESIA, FEDERATED STATES OF}","1.0","{5.7|5.7|5.8|5.7}","0.75","{5.0|5.2|5.5|10.5}","0.5","{03:53:10|03:53:10|16:51:25|21:52:20}","0.5","{2011-11-06|2011-11-06|2011-11-07|2011-11-09}",,,"0.5","{35.532|35.532|-63.245|10.542}",,
"File1_4665+File2_10041","0.75","1.0","{49.799|49.799}","0.0","{IRAN|IRAN, ISLAMIC REPUBLIC OF}","0.0","{5.3|5.8}","1.0","{15.0|15.2}","1.0","{09:02:14|09:02:15}","1.0","{1990-06-21|1990-06-21}",,,"1.0","{36.636|36.636}","1.0","{20.0}"
"File1_5634+File2_20484","1.0","1.0","{125.935|125.935}","1.0","{PHILIPPINES|PHILIPPINES}","1.0","{5.5|5.5}","1.0","{50.0|49.7}","1.0","{15:12:01|15:12:01}","1.0","{2011-03-03|2011-03-03}",,,"1.0","{9.457|9.457}",,
"File1_4114+File2_2450","0.7142857142857143","1.0","{20.3|20.307}","1.0","{GREECE|GREECE}","0.0","{6.3|6.5}","0.0","{33.0|15.0}","1.0","{14:07:15|14:07:14}","1.0","{1972-09-17|1972-09-17}",,,"1.0","{38.3|38.347}",,
"File1_4641+File2_9866","1.0","1.0","{175.163|175.163}","1.0","{FIJI|FIJI}","1.0","{7.6|7.6}","1.0","{33.0|33.2}","1.0","{12:16:27|12:16:28}","1.0","{1990-03-03|1990-03-03}",,,"1.0","{-22.122|-22.122}",,
"File1_5327+File2_17909","1.0","1.0","{131.141|131.145}","1.0","{JAPAN|JAPAN}","1.0","{6.3|6.3}","1.0","{140.0|140.0}","1.0","{20:01:26|20:01:26}","1.0","{2006-06-11|2006-06-11}",,,"1.0","{33.129|33.134}",,
"File1_4576+File2_8840","1.0","1.0","{133.882|133.882}","1.0","{AUSTRALIA|AUSTRALIA}","1.0","{6.7|6.7}","1.0","{5.0|5.0}","1.0","{12:04:57|12:04:58}","1.0","{1988-01-22|1988-01-22}",,,"1.0","{-19.829|-19.829}",,
"File1_5695+File2_21195+File2_21199","0.7142857142857143","0.6666666666666666","{125.633|144.806|125.633}","0.6666666666666666","{PHILIPPINES|JAPAN|PHILIPPINES}","1.0","{5.8|5.6|5.8}","0.6666666666666666","{18.0|12.0|18.0}","0.6666666666666666","{07:58:02|10:57:40|07:58:03}","0.6666666666666666","{2012-03-16|2012-03-14|2012-03-16}",,,"0.6666666666666666","{10.037|40.755|10.037}",,
"File1_4764+File2_11371+File2_11372","0.9047619047619048","1.0","{-122.607|-122.61|-122.6065}","0.6666666666666666","{USA|UNITED STATES|UNITED STATES}","1.0","{5.6|5.6|5.6}","0.6666666666666666","{21.0|3.0|19.608}","1.0","{13:34:35|13:34:35|13:34:35}","1.0","{1993-03-25|1993-03-25|1993-03-25}",,,"1.0","{45.035|45.03|45.0351667}",,
"File1_4234+File2_4259+File3_0111+File3_0298","0.9074074074074073","1.0","{26.703|26.761|26.76|26.761}","1.0","{ROMANIA|ROMANIA|ROMANIA|ROMANIA}","0.5","{7.5|6.4|6.0|8.0}","1.0","{89.0|94.0}","1.0","{19:21:55|19:21:54|19:21}","1.0","{1977-03-04|1977-03-04|1977-03-04|1977-03-04}","1.0","{2000.0|2000.0}","1.0","{45.777|45.772|45.77|45.772}","0.6666666666666666","{1641.0|20.0|1641.0}"
"File1_3933+File2_0583","0.42857142857142855","0.0","{102.8|103.036}","1.0","{MONGOLIA|MONGOLIA}","0.0","{7.5|7.0}","0.0","{35.0|13.2}","1.0","{00:14|00:14:41}","1.0","{1967-01-05|1967-01-05}",,,"0.0","{48.1|48.168}",,
"File1_4685+File2_10273","0.8571428571428571","1.0","{121.627|121.627}","1.0","{TAIWAN|TAIWAN}","0.0","{6.3|6.7}","1.0","{10.0|10.0}","1.0","{19:50:17|19:50:18}","1.0","{1990-12-13|1990-12-13}",,,"1.0","{23.722|23.722}",,
"File1_5660+File2_20946+File2_20947","0.9047619047619048","1.0","{168.218|168.156|168.218}","1.0","{VANUATU|VANUATU|VANUATU}","1.0","{7.0|6.5|7.1}","0.6666666666666666","{28.0|35.0|28.0}","0.6666666666666666","{18:19:23|17:13:06|18:19:24}","1.0","{2011-08-20|2011-08-20|2011-08-20}",,,"1.0","{-18.311|-18.308|-18.311}",,
"File1_4427+File2_6666+File3_0416","0.9259259259259258","1.0","{49.18|49.18|49.18}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","0.6666666666666666","{5.0|5.6|6.0}","1.0","{41.0|41.3}","1.0","{02:41|02:41:01|02:41}","1.0","{1983-07-22|1983-07-22|1983-07-22}","1.0","{5.0|5.0}","1.0","{36.948|36.948|36.948}","1.0","{3.0|3.0}"
"File1_4040+File2_1591","0.7142857142857143","1.0","{47.0|47.131}","0.0","{RUSSIA|RUSSIAN FEDERATION}","1.0","{5.7|6.1}","0.0","{17.0|12.5}","1.0","{09:20:22}","1.0","{1970-05-14|1970-05-14}",,,"1.0","{43.0|43.078}",,
"File1_3875+File2_0012","0.625","0.0","{126.1|125.952}","1.0","{INDONESIA|INDONESIA}","1.0","{7.6|8.2}","0.0","{6.0|20.0}","1.0","{00:11:12|00:11:17}","1.0","{1965-01-24|1965-01-24}",,,"0.0","{-2.4|-2.608}","1.0","{71.0}"
"File1_4452+File2_6916","0.8571428571428571","1.0","{22.094|22.094}","1.0","{GREECE|GREECE}","0.0","{5.4|5.6}","1.0","{29.0|28.7}","1.0","{08:02:51|08:02:52}","1.0","{1984-02-11|1984-02-11}",,,"1.0","{38.396|38.396}",,
"File1_4657+File1_4658+File2_10009+File2_10011+File3_0499+File3_0553+File3_0603","0.8439153439153438","1.0","{26.668|26.769|26.668|26.769|26.668|26.668|26.668}","1.0","{ROMANIA|ROMANIA|ROMANIA|ROMANIA|ROMANIA|ROMANIA|ROMANIA}","0.7142857142857143","{6.7|6.1|7.0|6.3|7.0|7.0|7.0}","1.0","{89.0|88.0|89.3|88.2}","0.5","{10:40:06|00:17:47|10:40:06|00:17:48}","0.7142857142857143","{1990-05-30|1990-05-31|1990-05-30|1990-05-31|1990-05-30|1990-05-30|1990-05-30}","1.0","{23.0}","1.0","{45.841|45.811|45.841|45.811|45.841|45.841|45.841}","0.6666666666666666","{14.0|1.0|4.0}"
"File1_5080+File2_16044","0.875","1.0","{-147.444|-147.444}","0.0","{USA|UNITED STATES}","1.0","{7.9|7.9}","1.0","{5.0|4.9}","1.0","{22:12:41|22:12:41}","1.0","{2002-11-03|2002-11-03}","1.0","{56.0}","1.0","{63.517|63.517}",,
"File1_5735+File2_21558","0.8571428571428571","1.0","{-134.652|-134.652}","0.0","{USA|UNITED STATES}","1.0","{7.5|7.5}","1.0","{10.0|10.0}","1.0","{08:58:19|08:58:19}","1.0","{2013-01-05|2013-01-05}",,,"1.0","{55.393|55.393}",,
"File1_4019+File2_1376+File2_1378+File2_1379","0.5357142857142857","0.5","{74.8|74.952|175.366|151.738}","0.5","{CHINA|CHINA|RUSSIAN FEDERATION|RUSSIAN FEDERATION}","1.0","{5.5|5.8|5.5|5.5}","0.0","{30.0|33.5|38.8}","0.75","{14:46:23|14:46:23|14:45:42|18:47:42}","0.5","{1969-09-14|1969-09-14|1969-09-15|1969-09-15}",,,"0.5","{39.7|39.643|51.827|45.532}",,
"File1_5089+File2_16132","1.0","1.0","{160.77|160.77}","1.0","{SOLOMON ISLANDS|SOLOMON ISLANDS}","1.0","{7.3|7.3}","1.0","{33.0|33.0}","1.0","{08:43:06|08:43:06}","1.0","{2003-01-20|2003-01-20}",,,"1.0","{-10.491|-10.491}",,
"File1_5569+File2_19855+File3_1094","0.7916666666666666","1.0","{-124.692|-124.6925|-124.6925}","0.6666666666666666","{USA|UNITED STATES|UNITED STATES}","1.0","{6.5|6.5|7.0}","1.0","{29.0|28.737}","0.6666666666666666","{00:27:39|00:27:39|12:27}","1.0","{2010-01-10|2010-01-10|2010-01-10}","0.0","{21.0|12.0}","1.0","{40.652|40.652|40.652}",,
"File1_4892+File2_13689","1.0","1.0","{141.878|141.878}","1.0","{JAPAN|JAPAN}","1.0","{6.2|6.2}","1.0","{10.0|10.0}","1.0","{06:27:24|06:27:25}","1.0","{1997-09-30|1997-09-30}",,,"1.0","{31.959|31.959}",,
"File1_5934+File2_23361+File3_1275","0.7916666666666666","0.6666666666666666","{-70.93|-70.827|-70.823}","1.0","{PERU|PERU|PERU}","1.0","{6.2|6.2|6.0}","0.0","{10.0|12.0}","1.0","{22:40|22:40:27|22:40}","1.0","{2016-12-01|2016-12-01|2016-12-01}",,,"0.6666666666666666","{-15.44|-15.3122|-15.321}","1.0","{1.0|1.0}"
"File2_15312+File3_0813","1.0","1.0","{70.881|70.881}","1.0","{AFGHANISTAN|AFGHANISTAN}","1.0","{6.2|6.0}","1.0","{202.5}","1.0","{02:22|02:22}","1.0","{2001-02-25|2001-02-25}",,,"1.0","{36.424|36.424}",,
"File1_4844+File2_12739","1.0","1.0","{-71.417|-71.417}","1.0","{CHILE|CHILE}","1.0","{6.7|6.7}","1.0","{20.0|19.9}","1.0","{00:35:32|00:35:33}","1.0","{1995-11-01|1995-11-01}",,,"1.0","{-28.906|-28.906}",,
"File1_4642+File2_9869+File2_9871+File3_0549","0.8148148148148149","0.75","{66.331|66.331|73.021|66.331}","0.75","{PAKISTAN|PAKISTAN|AFGHANISTAN|PAKISTAN}","1.0","{6.1|6.1|6.2|6.0}","0.6666666666666666","{10.0|10.1|12.2}","0.6666666666666666","{19:46:19|19:46:20|20:47:01}","0.75","{1990-03-04|1990-03-04|1990-03-05|1990-03-04}","1.0","{1.0|1.0}","0.75","{28.925|28.925|36.907|28.925}","1.0","{11.0|11.0}"
